Date,Description,Amount
2019-05-30,Point Of Sale Withdrawal  LUNCHDROP              AUSTIN       TXUS,7.17
2019-05-30,Point Of Sale Withdrawal MCDONALD'S F118 10732 RESEARCH BLVD    AUSTIN       TXUS,4.32
2019-05-30,Point Of Sale Withdrawal  LUNCHDROP              AUSTIN       TXUS,9.65
2019-05-30,Point Of Sale Withdrawal  SQ          *SQ *DONUT AUSTIN       TXUS,3.71
2019-05-29,Point Of Sale Withdrawal  EINSTEIN BROS BAGELS19 AUSTIN       TXUS,3.36
2019-05-28,Point Of Sale Withdrawal  LUNCHDROP              AUSTIN       TXUS,8.85
2019-05-28,Point Of Sale Withdrawal  CAB STORE BUDA. TX     BUDA         TXUS,2.05
2019-05-28,Point Of Sale Withdrawal  EINSTEIN BROS BAGELS19 AUSTIN       TXUS,5.73
2019-05-25,Point Of Sale Withdrawal  LUNCHDROP              AUSTIN       TXUS,7.79
2019-05-25,Point Of Sale Withdrawal  SPOTIFY USA            NEW YORK     NYUS,5.4
2019-05-24,Point Of Sale Withdrawal  EINSTEIN BROS BAGELS19 AUSTIN       TXUS,6.33
2019-05-24,Point Of Sale Withdrawal  CHICK-FIL-A #0923      AUSTIN       TXUS,6.97
2019-05-23,Point Of Sale Withdrawal  SQ *SQ *MOONIE'S BURGE AUSTIN       TXUS,10.73
2019-05-22,Point Of Sale Withdrawal  MANGIA PIZZA - TX      AUSTIN       TXUS,5.14
2019-05-22,Point Of Sale Withdrawal  TACODELI GRACY FARMS   AUSTIN       TXUS,2.98
2019-05-22,Point Of Sale Withdrawal  SHELL SERVICE S        AUSTIN       TXUS,36.26
2019-05-21,Point Of Sale Withdrawal  CHIPOTLE 0847          AUSTIN       TXUS,8.12
2019-05-21,Point Of Sale Withdrawal  EINSTEIN BROS BAGELS19 AUSTIN       TXUS,5.73
2019-05-18,Point Of Sale Withdrawal  SQ *SQ *MOONIE'S BURGE AUSTIN       TXUS,7.48
2019-05-17,Point Of Sale Withdrawal  EINSTEIN BROS BAGELS19 AUSTIN       TXUS,6.27
2019-05-16,Point Of Sale Withdrawal  LUNCHDROP              AUSTIN       TXUS,5.77
2019-05-16,Point Of Sale Withdrawal  VENMO                  8558124430   NYUS,70.0
2019-05-16,Point Of Sale Withdrawal  SHELL SERVICE S        AUSTIN       TXUS,30.85
2019-05-15,Point Of Sale Withdrawal  AUSTIN BOULDERING PROJ AUSTIN       TXUS,4.33
2019-05-14,Point Of Sale Withdrawal  TACODELI GRACY FARMS   AUSTIN       TXUS,8.34
2019-05-13,Withdrawal Internet Transfer to 443091310100,1000.0
2019-05-13,Point Of Sale Withdrawal  JERSEY MIKES 15003     AUSTIN       TXUS,8.58
2019-05-10,Point Of Sale Withdrawal  EINSTEINS BAGELS       DENVER       COUS,6.86
2019-05-09,Point Of Sale Withdrawal  TST* MIGHTY FINE BURGE AUSTIN       TXUS,30.6
2019-05-04,Point Of Sale Withdrawal  VENMO                  8558124430   NYUS,130.0
2019-05-03,Point Of Sale Withdrawal  TSE K&amp;G 520            BOULDER      COUS,38.09
2019-05-02,Point Of Sale Withdrawal  CU VILLAGE MARKET  Q07 BOULDER      COUS,2.3
2019-05-01,Point Of Sale Withdrawal  LYFT   *RIDE MON 8PM   8552800278   CAUS,4.33
2019-05-01,Point Of Sale Withdrawal  SERATO                 6493794944   CAUS,9.99
2019-04-30,Point Of Sale Withdrawal  LYFT   *RIDE MON 6PM   8552800278   CAUS,2.75
2019-04-29,Point Of Sale Withdrawal  SWEET BASILICO         ESTES PARK   COUS,44.34
2019-04-29,Point Of Sale Withdrawal  BIG HORN RESTAURANT    ESTES PARK   COUS,14.1
2019-04-29,Point Of Sale Withdrawal  HAZEL'S BEVERAGE WORLD BOULDER      COUS,38.5
2019-04-29,Point Of Sale Withdrawal  LYFT   *RIDE THU 8PM   8552800278   CAUS,4.02
2019-04-29,Point Of Sale Withdrawal  SQ *SQ *AUSTIN S BARBE BOULDER      COUS,23.0
2019-04-27,Point Of Sale Withdrawal  TSE K&amp;G 520            BOULDER      COUS,19.46
2019-04-27,Point Of Sale Withdrawal  TSE K&amp;G 520            BOULDER      COUS,3.55
2019-04-26,Point Of Sale Withdrawal  LYFT   *RIDE WED 8PM   8552800278   CAUS,4.32
2019-04-25,Point Of Sale Withdrawal  LYFT   *RIDE WED 6PM   8552800278   CAUS,2.75
2019-04-25,Point Of Sale Withdrawal  LYFT   *RIDE TUE 7PM   8552800278   CAUS,2.75
2019-04-25,Point Of Sale Withdrawal  LA CHOZA #3            BOULDER      COUS,20.96
2019-04-25,Point Of Sale Withdrawal  SPOTIFY USA            NEW YORK     NYUS,5.4
2019-04-24,Point Of Sale Withdrawal  LYFT   *RIDE MON 8PM   8552800278   CAUS,4.26
2019-04-24,Point Of Sale Withdrawal  ILLEGAL PETES          BOULDER      COUS,9.04
2019-04-23,Point Of Sale Withdrawal  LYFT   *RIDE MON 6PM   8552800278   CAUS,3.18
2019-04-22,Point Of Sale Withdrawal  COSMOS PIZZA - BASELIN BOULDER      COUS,9.74
2019-04-22,Point Of Sale Withdrawal  LYFT   *RIDE SUN 7AM   8552800278   CAUS,3.8
2019-04-22,Point Of Sale Withdrawal  LYFT   *RIDE SUN 1AM   8552800278   CAUS,7.06
2019-04-22,Point Of Sale Withdrawal  LYFT   *CANCEL FEE     8552800278   CAUS,5.0
2019-04-22,Point Of Sale Withdrawal  CU VILLAGE MARKET  Q07 BOULDER      COUS,3.8
2019-04-22,Point Of Sale Withdrawal  CHEBA HUT TOASTED SUBS BOULDER      COUS,9.49
2019-04-22,Point Of Sale Withdrawal  YFIO CONCERT MERCHANDI NEDERLAND    COUS,30.0
2019-04-22,Point Of Sale Withdrawal  LYFT   *RIDE SAT 4PM   8552800278   CAUS,7.51
2019-04-22,Point Of Sale Withdrawal  LYFT   *RIDE SAT 2AM   8552800278   CAUS,4.78
2019-04-22,Point Of Sale Withdrawal  LYFT   *RIDE FRI 6PM   8552800278   CAUS,6.75
2019-04-22,Point Of Sale Withdrawal  LYFT   *RIDE THU 11PM  8552800278   CAUS,4.39
2019-04-22,Point Of Sale Withdrawal  LYFT   *RIDE THU 7PM   8552800278   CAUS,2.8
2019-04-20,Point Of Sale Withdrawal 7-ELEVEN 1091 13TH          US  BOULDER      COUS,2.38
2019-04-20,Point Of Sale Withdrawal  VENMO                  8558124430   NYUS,6.0
2019-04-19,Point Of Sale Withdrawal  LYFT   *RIDE WED 9PM   8552800278   CAUS,4.12
2019-04-19,Point Of Sale Withdrawal  CU VILLAGE MARKET  Q07 BOULDER      COUS,10.63
2019-04-19,Point Of Sale Withdrawal 7-ELEVEN 1091 13TH          US  BOULDER      COUS,4.24
2019-04-18,Point Of Sale Withdrawal  LYFT   *RIDE WED 7PM   8552800278   CAUS,2.75
2019-04-15,Point Of Sale Withdrawal  COSMOS PIZZA - BASELIN BOULDER      COUS,8.0
2019-04-15,Point Of Sale Withdrawal  LYFT   *RIDE SAT 9PM   8552800278   CAUS,5.43
2019-04-15,External Withdrawal ROBINHOOD  - Funds,1000.0
2019-04-15,Point Of Sale Withdrawal  JERSEY MIKES 22031     BOULDER      COUS,17.94
2019-04-15,Point Of Sale Withdrawal  LYFT   *RIDE SAT 7PM   8552800278   CAUS,4.88
2019-04-15,Point Of Sale Withdrawal  LYFT   *RIDE SAT 12PM  8552800278   CAUS,4.97
2019-04-15,Point Of Sale Withdrawal  LYFT   *RIDE FRI 10PM  8552800278   CAUS,4.88
2019-04-15,Point Of Sale Withdrawal  LYFT   *RIDE FRI 1PM   8552800278   CAUS,3.97
2019-04-13,Point Of Sale Withdrawal  6231 DOMINOS PIZZA     303-449-7101 COUS,17.02
2019-04-13,Point Of Sale Withdrawal 7-ELEVEN 1091 13TH          US  BOULDER      COUS,2.17
2019-04-11,Point Of Sale Withdrawal  HBO NOW (855) 942-6669 8559426669   NYUS,16.32
2019-04-11,Point Of Sale Withdrawal  LYFT   *RIDE TUE 5PM   8552800278   CAUS,2.75
2019-04-11,Point Of Sale Withdrawal  LYFT   *RIDE TUE 10PM  8552800278   CAUS,5.62
2019-04-11,Point Of Sale Withdrawal  VENMO                  8558124430   NYUS,154.2
2019-04-10,Point Of Sale Withdrawal  LYFT   *RIDE TUE 10AM  8552800278   CAUS,4.43
2019-04-10,Point Of Sale Withdrawal  DELI ZONE ON THE HILL  BOULDER      COUS,9.14
2019-04-10,Point Of Sale Withdrawal  LYFT   *RIDE TUE 12AM  8552800278   CAUS,3.6
2019-04-09,Point Of Sale Withdrawal  LYFT   *RIDE SUN 2AM   8552800278   CAUS,3.77
2019-04-08,Point Of Sale Withdrawal  LYFT   *RIDE SAT 6PM   8552800278   CAUS,4.82
2019-04-08,Point Of Sale Withdrawal  LYFT   *RIDE SAT 2PM   8552800278   CAUS,4.5
2019-04-08,Point Of Sale Withdrawal  LYFT   *RIDE SAT 12AM  8552800278   CAUS,7.26
2019-04-08,Point Of Sale Withdrawal  LYFT   *CANCEL FEE     8552800278   CAUS,5.0
2019-04-08,Point Of Sale Withdrawal  CHIPOTLE 0011          BOULDER      COUS,10.85
2019-04-02,Point Of Sale Withdrawal SERATO                     OFFLINE DEBIT 6493794944     CA,9.99
2019-04-02,Point Of Sale Withdrawal WHATABURGER 992            OFFLINE DEBIT AUSTIN         TX,6.48
2019-03-27,Point Of Sale Withdrawal DEBIT PURCHASE   COA PARKING METERS AUSTIN TX  908500024363 12345678 Mar 26 Operator 999,1.0
2019-03-27,Point Of Sale Withdrawal DEBIT PURCHASE   IN N OUT BURGER 319 AUSTIN TX  908500024362 12345678 Mar 26 Operator 999,6.17
2019-03-27,Point Of Sale Withdrawal DEBIT PURCHASE   EINSTEIN BROS BAGELS19 AUSTIN TX  908500031026 12345678 Mar 26 Operator 999,6.27
2019-03-26,Point Of Sale Withdrawal DEBIT PURCHASE   ALT TICKETS COLORADO 3034056066 CO  908500026171 12345678 Mar 26 Operator 999,40.49
2019-03-25,Point Of Sale Withdrawal DEBIT PURCHASE   SPANKYS - LUBBOCK LUBBOCK TX  908400010550 12345678 Mar 25 Operator 999,10.42
2019-03-25,ATM Transaction Fee INTERNATIONAL TXN FEE Operator 999,0.54
2019-03-25,Point Of Sale Withdrawal DEBIT PURCHASE   SUNVOSS4K7T ADEJE CASCO TF ES  908400015417 12345678 Mar 25 Operator 999,53.99
2019-03-25,Point Of Sale Withdrawal DEBIT PURCHASE   RAISING CANE'S #51 LUBBOCK TX  908200026202 12345678 Mar 23 Operator 999,7.5
2019-03-25,Point Of Sale Withdrawal DEBIT PURCHASE   SPOTIFY USA NEW YORK NY  908300010276 12345678 Mar 24 Operator 999,5.4
2019-03-25,Point Of Sale Withdrawal DEBIT PURCHASE   PHILLIPS 66 - PAK A SA CANYON TX  908200010275 12345678 Mar 23 Operator 999,20.0
2019-03-25,Point Of Sale Withdrawal DEBIT PURCHASE   CHICK-FIL-A DENVER CO  908100010274 12345678 Mar 22 Operator 999,14.23
2019-03-25,Point Of Sale Withdrawal DEBIT PURCHASE   TX STATE PKS FIELD AUSTIN TX  908200010272 12345678 Mar 23 Operator 999,24.0
2019-03-23,Point Of Sale Withdrawal POS PURCHASE   LOWE'S #11 ABERNATHY TX  908200839300 38201803 Operator 999,19.18
2019-03-23,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE THU 11AM 8552800278 CA  908100018548 12345678 Mar 22 Operator 999,2.75
2019-03-22,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE WED 12PM 8552800278 CA  907900011046 12345678 Mar 20 Operator 999,2.75
2019-03-22,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE WED 10PM 8552800278 CA  908000011045 12345678 Mar 21 Operator 999,4.05
2019-03-21,Point Of Sale Withdrawal DEBIT PURCHASE   1000 DEGREES PIZZERIA BOULDER CO  907800011645 12345678 Mar 19 Operator 999,12.8
2019-03-21,Point Of Sale Withdrawal DEBIT PURCHASE   CU VILLAGE MARKET Q07 BOULDER CO  907800011643 12345678 Mar 19 Operator 999,14.99
2019-03-20,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE TUE 4PM 8552800278 CA  907800030053 12345678 Mar 19 Operator 999,3.88
2019-03-19,Point Of Sale Withdrawal POS PURCHASE   WALGREENS 1111 BROADWA BOULDER CO  907800110866 16022T24 Operator 999,19.03
2019-03-18,Point Of Sale Withdrawal POS PURCHASE   NNT WILD SIDE BOULDER CO  907700853241 07005542 Operator 999,10.87
2019-03-18,ATM Withdrawal ATM WITHDRAWAL   ELEVATIONS CU BOULDER CO  907700005380 COPU70 Mar 18 @ 1:45pm Operator 999,51.5
2019-03-18,Point Of Sale Withdrawal DEBIT PURCHASE   B'S GRILLED CHEESE BOULDER CO  907700027193 12345678 Mar 18 Operator 999,9.26
2019-03-18,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SUN 12PM 8552800278 CA  907600027192 12345678 Mar 17 Operator 999,4.37
2019-03-18,Point Of Sale Withdrawal DEBIT PURCHASE   JIMMY JOHNS - 251 BOULDER CO  907600028792 12345678 Mar 17 Operator 999,11.43
2019-03-18,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SUN 1AM 8552800278 CA  907600028791 12345678 Mar 17 Operator 999,6.38
2019-03-18,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SAT 5PM 8552800278 CA  907600028790 12345678 Mar 17 Operator 999,6.61
2019-03-18,Point Of Sale Withdrawal DEBIT PURCHASE   THE SINK BOULDER CO  907500014419 12345678 Mar 16 Operator 999,15.6
2019-03-18,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SAT 5PM 8552800278 CA  907500014418 12345678 Mar 16 Operator 999,4.68
2019-03-18,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SAT 3AM 8552800278 CA  907500014417 12345678 Mar 16 Operator 999,5.66
2019-03-18,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SAT 2PM 8552800278 CA  907500014416 12345678 Mar 16 Operator 999,5.85
2019-03-18,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SAT 11AM 8552800278 CA  907500014415 12345678 Mar 16 Operator 999,3.85
2019-03-18,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE FRI 6PM 8552800278 CA  907500014414 12345678 Mar 16 Operator 999,4.69
2019-03-16,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE THU 7PM 8552800278 CA  907300027732 12345678 Mar 14 Operator 999,3.8
2019-03-14,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE WED 3PM 8552800278 CA  907200021621 12345678 Mar 13 Operator 999,2.75
2019-03-14,Point Of Sale Withdrawal DEBIT PURCHASE   JIMMY JOHNS - 251 BOULDER CO  907100016237 12345678 Mar 12 Operator 999,11.72
2019-03-14,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE WED 3AM 8552800278 CA  907200016236 12345678 Mar 13 Operator 999,4.35
2019-03-14,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE TUE 10PM 8552800278 CA  907200016235 12345678 Mar 13 Operator 999,3.63
2019-03-13,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE TUE 7PM 8552800278 CA  907100019814 12345678 Mar 12 Operator 999,4.76
2019-03-13,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE TUE 4PM 8552800278 CA  907100019813 12345678 Mar 12 Operator 999,2.75
2019-03-12,Point Of Sale Withdrawal DEBIT PURCHASE   ILLEGAL PETES BOULDER CO  907000024622 12345678 Mar 11 Operator 999,8.71
2019-03-12,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE MON 6PM 8552800278 CA  907000015425 12345678 Mar 11 Operator 999,2.75
2019-03-11,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SAT 8PM 8552800278 CA  906900021026 12345678 Mar 10 Operator 999,6.34
2019-03-11,Point Of Sale Withdrawal DEBIT PURCHASE   TST* BOSS LADY PIZZA BOULDER CO  906900030023 12345678 Mar 10 Operator 999,9.26
2019-03-11,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE THU 7PM 8552800278 CA  906700030022 12345678 Mar 8 Operator 999,3.75
2019-03-08,Point Of Sale Withdrawal POS PURCHASE   7-ELEVEN BOULDER CO  906700920811 00MV2501 Mar 8 @ 7:47pm Operator 999,6.31
2019-03-08,ATM Withdrawal ATM WITHDRAWAL   1650 30TH ST BOULDER CO  906700000707 AC001736 Mar 8 @ 2:56pm Operator 999,143.0
2019-03-06,Point Of Sale Withdrawal DEBIT PURCHASE   UBER TECHNOLOGIES INC 866-576-1039  C906400024665 12345678 Mar 5 Operator 999,7.15
2019-03-05,Point Of Sale Withdrawal DEBIT PURCHASE   UP N SMOKE BOULDER BOULDER CO  906300015431 12345678 Mar 4 Operator 999,27.2
2019-03-05,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SUN 2AM 8552800278 CA  906300028499 12345678 Mar 4 Operator 999,7.11
2019-03-04,Point Of Sale Withdrawal DEBIT PURCHASE   COSMOS PIZZA - BASELIN BOULDER CO  906300012923 12345678 Mar 4 Operator 999,2.25
2019-03-04,Point Of Sale Withdrawal DEBIT PURCHASE   COSMOS PIZZA - BASELIN BOULDER CO  906300012922 12345678 Mar 4 Operator 999,11.75
2019-03-04,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SAT 9PM 8552800278 CA  906200015159 12345678 Mar 3 Operator 999,5.9
2019-03-04,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SAT 1AM 8552800278 CA  906100015158 12345678 Mar 2 Operator 999,6.22
2019-03-04,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE FRI 6PM 8552800278 CA  906100015194 12345678 Mar 2 Operator 999,4.45
2019-03-02,Point Of Sale Withdrawal POS PURCHASE   WAL Wal-Mart Su WESTMINSTER CO  906100662569 22230030 Mar 2 @ 3:46pm Operator 999,74.37
2019-03-02,Point Of Sale Withdrawal POS PURCHASE   NNT GUITAR CENT ARVADA CO  906100475071 07544648 Mar 2 @ 2:23pm Operator 999,148.42
2019-03-02,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE FRI 1AM 8552800278 CA  906000017989 12345678 Mar 1 Operator 999,6.21
2019-03-02,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE THU 7PM 8552800278 CA  906000016497 12345678 Mar 1 Operator 999,3.88
2019-03-01,Point Of Sale Withdrawal DEBIT PURCHASE   51102 - SODA LOT DENVER CO  905900019010 12345678 Feb 28 Operator 999,10.0
2019-03-01,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE WED 10PM 8552800278 CA  905900017457 12345678 Feb 28 Operator 999,4.41
2019-03-01,Point Of Sale Withdrawal DEBIT PURCHASE   SERATO 6493794944 CA  905900012343 12345678 Feb 28 Operator 999,9.99
2019-02-28,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE WED 6PM 8552800278 CA  905800019518 12345678 Feb 27 Operator 999,4.01
2019-02-28,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE MON 10PM 8552800278 CA  905800030317 12345678 Feb 27 Operator 999,4.86
2019-02-26,Point Of Sale Withdrawal DEBIT PURCHASE   ILLEGAL PETES BOULDER CO  905600018471 12345678 Feb 25 Operator 999,9.04
2019-02-25,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SAT 8PM 8552800278 CA  905500029988 12345678 Feb 24 Operator 999,6.23
2019-02-25,External Withdrawal UNIV OF CO BLDR/CU BOULDER/190222/   WEB/Ethan Zaruba-Walker Operator 582,27971.8
2019-02-25,Point Of Sale Withdrawal DEBIT PURCHASE   SPOTIFY USA NEW YORK NY  905500019749 12345678 Feb 24 Operator 999,5.4
2019-02-25,Point Of Sale Withdrawal DEBIT PURCHASE   UBER TECHNOLOGIES INC 866-576-1039  C905400019748 12345678 Feb 23 Operator 999,10.92
2019-02-23,Point Of Sale Withdrawal DEBIT PURCHASE   JERSEY MIKES 22031 BOULDER CO  905300031342 12345678 Feb 22 Operator 999,12.46
2019-02-23,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE WED 7PM 8552800278 CA  905200031341 12345678 Feb 21 Operator 999,3.34
2019-02-21,Point Of Sale Withdrawal POS PURCHASE   TARGET T- 2800 Pearl S Boulder CO  905200427193 30064171 Operator 999,31.08
2019-02-21,Point Of Sale Withdrawal DEBIT PURCHASE   ILLEGAL PETES BOULDER CO  905100019563 12345678 Feb 20 Operator 999,10.33
2019-02-21,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE TUE 10PM 8552800278 CA  905100012895 12345678 Feb 20 Operator 999,5.15
2019-02-21,Point Of Sale Withdrawal DEBIT PURCHASE   CU VILLAGE MARKET Q07 BOULDER CO  905000026160 12345678 Feb 19 Operator 999,12.61
2019-02-21,Point Of Sale Withdrawal DEBIT PURCHASE   CU VILLAGE MARKET Q07 BOULDER CO  905000026159 12345678 Feb 19 Operator 999,12.61
2019-02-20,Point Of Sale Withdrawal POS PURCHASE   7-ELEVEN BOULDER CO  905100964505 00MV2501 Operator 999,2.59
2019-02-20,Point Of Sale Withdrawal DEBIT PURCHASE   TACO BELL #034075 BOULDER CO  905000030062 12345678 Feb 19 Operator 999,11.98
2019-02-19,Point Of Sale Withdrawal DEBIT PURCHASE   ROOSTERTEETH.COM 8778877815 TX  904900015456 12345678 Feb 18 Operator 999,35.99
2019-02-18,Point Of Sale Withdrawal DEBIT PURCHASE   JERSEY MIKES 22031 BOULDER CO  904700022601 12345678 Feb 16 Operator 999,13.46
2019-02-18,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SAT 12AM 8552800278 CA  904800022600 12345678 Feb 17 Operator 999,5.64
2019-02-18,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *CANCEL FEE 8552800278 CA  904700015739 12345678 Feb 16 Operator 999,5.0
2019-02-18,Point Of Sale Withdrawal DEBIT PURCHASE   ALFERD PACKER GRILLQ78 BOULDER CO  904600015738 12345678 Feb 15 Operator 999,3.26
2019-02-17,Point Of Sale Withdrawal POS PURCHASE   SHELL Service S BOULDER CO  904800415400 57675001 Operator 999,17.91
2019-02-16,"Point Of Sale Withdrawal DEBIT PURCHASE   STUBHUB, INC. 8667882482 CA  904700009330 12345678 Feb 16 Operator 999",60.46
2019-02-16,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE THU 9PM 8552800278 CA  904600023135 12345678 Feb 15 Operator 999,3.49
2019-02-16,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE THU 7PM 8552800278 CA  904500023130 12345678 Feb 14 Operator 999,3.25
2019-02-15,Point Of Sale Withdrawal POS PURCHASE   WALGREENS 1111 BROADWA BOULDER CO  904600221329 16022T71 Operator 999,17.38
2019-02-14,Point Of Sale Withdrawal POS PURCHASE   WALGREENS STORE BOULDER CO  904500224254 16022T24 Operator 999,2.71
2019-02-14,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE WED 6PM 8552800278 CA  904400012351 12345678 Feb 13 Operator 999,3.15
2019-02-14,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE TUE 9PM 8552800278 CA  904400012350 12345678 Feb 13 Operator 999,5.8
2019-02-14,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE TUE 7PM 8552800278 CA  904300016716 12345678 Feb 12 Operator 999,3.25
2019-02-13,Point Of Sale Withdrawal DEBIT PURCHASE   TST* BOSS LADY PIZZA BOULDER CO  904400018026 12345678 Feb 13 Operator 999,9.51
2019-02-13,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE MON 7PM 8552800278 CA  904300025401 12345678 Feb 12 Operator 999,3.36
2019-02-12,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SUN 6PM 8552800278 CA  904200014133 12345678 Feb 11 Operator 999,6.28
2019-02-11,Point Of Sale Withdrawal DEBIT PURCHASE   ILLEGAL PETES BOULDER CO  904100014884 12345678 Feb 10 Operator 999,18.29
2019-02-11,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SUN 1PM 8552800278 CA  904100019066 12345678 Feb 10 Operator 999,5.57
2019-02-11,Point Of Sale Withdrawal DEBIT PURCHASE   RAISING CANE'S #359 BROOMFIELD CO  903900022095 12345678 Feb 8 Operator 999,7.86
2019-02-09,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE FRI 12AM 8552800278 CA  903900016199 12345678 Feb 8 Operator 999,6.15
2019-02-09,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE THU 6PM 8552800278 CA  903900019511 12345678 Feb 8 Operator 999,5.39
2019-02-08,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE WED 9PM 8552800278 CA  903800030846 12345678 Feb 7 Operator 999,3.04
2019-02-08,Point Of Sale Withdrawal DEBIT PURCHASE   CU VILLAGE MARKET Q07 BOULDER CO  903700025653 12345678 Feb 6 Operator 999,8.82
2019-02-07,Point Of Sale Withdrawal DEBIT PURCHASE   B'S GRILLED CHEESE BOULDER CO  903800014948 12345678 Feb 7 Operator 999,9.81
2019-02-07,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SUN 8PM 8552800278 CA  903500027961 12345678 Feb 4 Operator 999,5.32
2019-02-07,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SUN 3PM 8552800278 CA  903400027960 12345678 Feb 3 Operator 999,5.36
2019-02-07,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE SAT 5PM 8552800278 CA  903400027959 12345678 Feb 3 Operator 999,6.01
2019-02-07,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE MON 9PM 8552800278 CA  903600027958 12345678 Feb 5 Operator 999,4.91
2019-02-07,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE MON 10AM 8552800278 CA  903500027957 12345678 Feb 4 Operator 999,4.24
2019-02-07,Point Of Sale Withdrawal DEBIT PURCHASE   CU STUDENT REC CENTER BOULDER CO  903600027956 12345678 Feb 5 Operator 999,45.0
2019-02-06,Point Of Sale Withdrawal DEBIT PURCHASE   TM * 800-653-8000 CA  903700024371 12345678 Feb 6 Operator 999,58.89
2019-02-06,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE MON 6PM 8552800278 CA  903500015434 12345678 Feb 4 Operator 999,3.26
2019-02-06,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE MON 10AM 8552800278 CA  903500015433 12345678 Feb 4 Operator 999,5.02
2019-02-06,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE FRI 8PM 8552800278 CA  903300015432 12345678 Feb 2 Operator 999,5.47
2019-02-04,Point Of Sale Withdrawal DEBIT PURCHASE   SQU*SQ *JJR BARBERING BOULDER CO  903400031557 12345678 Feb 3 Operator 999,24.0
2019-02-02,Point Of Sale Withdrawal DEBIT PURCHASE   LYFT *RIDE THU 11PM 8552800278 CA  903200010868 12345678 Feb 1 Operator 999,4.95
2019-02-01,Point Of Sale Withdrawal DEBIT PURCHASE   SERATO 6493794944 CA  903100022862 12345678 Jan 31 Operator 999,9.99
2019-01-31,Point Of Sale Withdrawal DEBIT PURCHASE   SQU*SQ *BOVAS MARKET A BOULDER CO  903100028003 12345678 Jan 31 Operator 999,11.35
2019-01-29,Point Of Sale Withdrawal DEBIT PURCHASE   ILLEGAL PETES BOULDER CO  902800018757 12345678 Jan 28 Operator 999,9.04
